Degraded,MOS_CNN,MOS_polqa,MOS_P563,MOS_PESQ,CNNerr,PESQerr,P563err,CNNacc,PESQacc,P563acc
anonymous-20100820-cis_rp-18_plr1_opus,1.0000471,4.42,1.0,3.937999963760376,3.4199529123306274,0.48200003623962395,3.42,58.14011123218326,94.10036675349298,58.13953488372093
topherfangio-20080604-trp_a0316_plr5_evs,3.9848678,3.6,0.0,3.565999984741211,0.38486781120300284,0.03400001525878915,3.6,94.76370324893874,99.53741475838382,51.0204081632653
anonymous-20100202-tdb_a0192_plr1_opus,1.0192816,4.73,1.0,4.0,3.7107183742523198,0.7300000000000004,3.7300000000000004,56.2415286055151,91.39150943396226,56.014150943396224
anonymous-20111029-rrz_b0199_plr5_evs,3.9336348,3.55,1.0,3.703000068664551,0.38363475799560565,0.15300006866455096,2.55,94.74472934252594,97.9041086484308,65.06849315068493
Tinchio-20100821-bht_b0016_plr3_evs,4.1658564,4.36,1.0,3.755000114440918,0.19414363861084016,0.6049998855590824,3.3600000000000003,97.60612036238174,92.54007539384608,58.56966707768187
ColinBeckingham-20100125-dda_b0499_plr1_opus,4.586043,4.14,1.0,4.079999923706055,0.4460428810119632,0.06000007629394499,3.1399999999999997,94.34673154610947,99.23954275926559,60.20278833967047
ruedigerfreemailru-20100209-bwe_a0216_plr3_opus,3.922172,3.08,0.0,3.944000005722046,0.8421720695495605,0.8640000057220458,3.08,87.66951581918653,87.34992670977971,54.904831625183014
robin-20030302-vf10_vf10-18_plr1_opus,3.553445,4.5,0.0,4.203999996185303,0.9465548992156982,0.29600000381469727,4.5,88.52660728223395,96.41212116588245,45.45454545454546
ralfherzog-20070903-en2_en2-022_plr1_opus,4.078103,1.0,0.0,1.059999942779541,3.0781030654907227,0.059999942779541016,1.0,35.19783020019531,98.7368433099044,78.94736842105263
anonymous-20100610-cmu_b0410_plr1_evs,3.8254511,4.0,1.0,3.63100004196167,0.17454886436462402,0.3689999580383301,3.0,97.74775658884356,95.23871021886026,61.29032258064516
Campbell-20091230-set_a0588_plr3_evs,3.9149785,3.89,1.0,3.8559999465942383,0.02497850418090808,0.03400005340576184,2.89,99.67305622799859,99.55497312296123,62.17277486910995
ralfherzog-20080113-en48_en48-63_plr1_opus,2.5839458,1.0,0.0,1.0260000228881836,1.5839457511901855,0.026000022888183594,1.0,66.65377365915398,99.45263109709087,78.94736842105263
anonymous-20090415-xuj_a0404_plr3_evs,4.347867,4.37,1.0,3.687999963760376,0.022132987976074325,0.6820000362396241,3.37,99.72742625645229,91.60098477537409,58.49753694581281
asladic-20120203-eie_a0179_plr1_opus,4.097695,2.33,1.7259369999999998,3.8310000896453857,1.7676948738098144,1.5010000896453857,0.6040630000000002,70.92607115444385,75.31249852556931,90.06475328947369
swedisnman-20101027-fks_b0251_plr1_opus,3.506001,3.15,0.0,3.865000009536743,0.3560009956359864,0.7150000095367433,3.15,94.84056528063788,89.63768102120662,54.34782608695652
joel-20091116-onv_b0493_plr3_opus,4.406684,4.46,0.0,3.9509999752044678,0.05331607818603512,0.5090000247955322,4.46,99.35059588080347,93.8002433033431,45.67600487210719
sbf2009-20100821-wug_a0426_plr5_opus,4.374092,4.24,0.0,4.123000144958496,0.13409210205078104,0.11699985504150412,4.24,98.3217509130065,98.53567140123273,46.933667083854814
pcsnpny-20150303-xhv_b0133_plr5_evs,1.1530422,4.49,0.0,3.9059998989105225,3.336957802772522,0.5840001010894778,4.49,59.50293928674124,92.91262013240924,45.509708737864074
mattoharvey-20130309-jxa_a0181_plr1_opus,0.9578264,4.75,0.0,4.021999835968018,3.7921736240386963,0.7280001640319824,4.75,55.38619265836828,91.43529218785903,44.11764705882353
lindavg-20081007-fap_b0534_plr3_evs,3.9775796,4.26,0.0,3.812999963760376,0.2824204063415525,0.4470000362396238,4.26,96.47415223044254,94.41947520300096,46.81647940074907
Catbells-20111007-pxh_a0240_plr3_evs,4.4423957,2.12,1.0,3.190000057220459,2.3223956871032714,1.0700000572204589,1.12,60.43618931680969,81.77171963849304,80.9199318568995
corno1979-20080520-xqg_a0226_plr1_evs,3.668594,4.65,1.0,4.068999767303467,0.9814061164855961,0.5810002326965336,3.6500000000000004,88.31659385136196,93.0833305631365,56.547619047619044
Flagship172007-20130623-pnh_b0426_plr3_opus,3.347537,4.04,1.0,4.133999824523926,0.6924629592895508,0.09399982452392575,3.04,91.11087343659113,98.7933270279342,60.97560975609756
anonymous-20080621-jwy_b0086_plr5_evs,4.452191,2.15,1.0,3.244999885559082,2.30219087600708,1.0949998855590821,1.15,60.979815660896946,81.44067990577827,80.50847457627118
robin-20070405-vf21_vf21-18_plr1_opus,3.9064183,4.65,0.0,4.211999893188477,0.7435816764831547,0.4380001068115238,4.65,91.14783718472435,94.78571301414853,44.64285714285714
anonymous-20080625-qss_b0069_plr5_opus,4.502404,4.26,1.0,3.7869999408721924,0.24240421295166037,0.4730000591278074,3.26,96.97373017538501,94.09488066007731,59.30087390761548
ajt13a-20140328-xyv_rb-17_plr3_opus,1.004455,4.25,1.0,4.052999973297119,3.2455450296401978,0.19700002670288086,3.25,59.43068712949753,97.53749966621399,59.375
jospoortvliet-20130728-hsv_b0147_plr5_evs,4.195278,4.39,0.0,3.74399995803833,0.1947218322753903,0.6460000419616696,4.39,97.60783989833674,92.06388154838244,46.06879606879608
anonymous-20130222-yvo_a0330_plr5_opus,3.8971562,4.02,1.0,4.02400016784668,0.12284376144409137,0.004000167846680114,3.0199999999999996,98.41899920921375,99.94851778833102,61.132561132561136
mfread-10112006-8_a0167_plr3_opus,4.446706,2.8,0.0,3.88100004196167,1.6467058181762697,1.08100004196167,2.8,74.85945315761421,83.49618256547069,57.25190839694657
alienation-20120207-min_b0238_plr5_evs,2.6808507,4.41,1.0,3.8940000534057617,1.7291492557525636,0.5159999465942384,3.41,78.80944539518917,93.67647124271767,58.21078431372549
anonymous-20080407-gfc_a0421_plr3_evs,3.548494,4.59,1.485009,3.86899995803833,1.0415058994293211,0.7210000419616698,3.104991,87.51191967111126,91.35491556400876,62.769892086330934
anonymous-20090121-slp_b0086_plr1_opus,3.615864,3.41,2.630084,3.9800000190734863,0.20586403846740708,0.5700000190734862,0.779916,97.12480393201946,92.03910587886193,89.1073184357542
Rain-20120720-vgl_a0288_plr3_evs,3.7733786,4.23,2.0800799999999997,3.8519999980926514,0.4566213893890385,0.37800000190734906,2.1499200000000007,94.27792745126519,95.26315787083523,73.05864661654135
anonymous-20101111-rcg_b0362_plr1_opus,4.347268,4.79,1.0,4.243000030517578,0.4427318954467774,0.5469999694824219,3.79,94.81578576760214,93.59484813252433,55.620608899297416
robertburrelldonkin-20070905-vf3_vf3-33_plr5_evs,3.4664638,3.11,0.0,3.2200000286102295,0.35646380424499524,0.11000002861022962,3.11,94.80373463199716,98.3965010406672,54.664723032069965
ralfherzog-20080203-en50_en50-58_plr3_evs,2.699837,1.0,0.0,1.0490000247955322,1.6998369693756104,0.04900002479553223,1.0,64.21395853946083,98.96842053062038,78.94736842105263
EFLwithErika-20120719-scv_b0004_plr3_evs,4.344696,3.6,1.0,2.7960000038146973,0.7446960449218749,0.8039999961853028,2.6,89.86808102147108,89.06122454169656,64.62585034013605
gman108406-20091119-fuw_a0551_plr5_opus,1.0005009,2.98,0.0,3.9560000896453857,1.9794990825653076,0.9760000896453858,2.98,70.58693785192708,85.4977698418219,55.72065378900446
k-20090203-out_b0277_plr3_opus,4.111424,4.16,0.0,3.746999979019165,0.048576030731201314,0.4130000209808351,4.16,99.38589088835397,94.77876079670247,47.408343868520866
anonymous-20150224-wed_a0462_plr3_evs,3.8304775,3.38,1.0,3.6649999618530273,0.4504774761199952,0.28499996185302745,2.38,93.68194283141662,96.00280558410901,66.61991584852734
covellot-20081129-qap_a0151_plr1_opus,3.662452,3.59,1.0,3.865999937057495,0.07245198249816909,0.27599993705749526,2.59,99.01291576977971,96.23978287387608,64.71389645776567
propagationofsound-20100112-rp_rp-3_plr3_opus,2.66091,1.0,0.0,1.0750000476837158,1.66090989112854,0.07500004768371582,1.0,65.03347597624126,98.42105162771125,78.94736842105263
anonymous-20120926-sox_a0355_plr3_evs,4.194764,1.95,1.0,3.430999994277954,2.2447641372680662,1.4809999942779541,0.95,60.6181730303848,74.0175439600359,83.33333333333334
SohumB-20100821-tgj_a0483_plr3_opus,4.2306585,4.47,1.849768,3.8450000286102295,0.2393414688110349,0.6249999713897703,2.6202319999999997,97.08830329913583,92.39659402202226,68.12369829683698
hh00010-20130517-msv_b0419_plr1_opus,2.1966274,3.97,0.0,3.950000047683716,1.773372621536255,0.019999952316284375,3.97,77.02885205263918,99.74093326015176,48.57512953367876
craniumonempty-20100314-dqy_b0476_plr1_opus,3.746498,3.19,1.0,3.9760000705718994,0.5564981079101563,0.7860000705718995,2.19,91.9812952750698,88.67435056812825,68.44380403458213
anonymous-20090417-jqz_b0081_plr1_evs,3.2079177,4.24,1.0,3.8259999752044678,1.0320823097229006,0.41400002479553244,3.24,87.08282465928785,94.81852284361035,59.449311639549435
anonymous-20090321-woy_a0228_plr5_evs,4.136514,4.02,2.648972,3.561000108718872,0.11651418685913129,0.4589998912811275,1.3710279999999995,98.5004609155839,94.09266549187738,82.354851994852
sunflame-20090525-hgf_a0164_plr1_opus,3.9153402,4.29,0.0,4.230000019073486,0.37465981483459476,0.05999998092651371,4.29,95.34005205429608,99.253731580516,46.64179104477611
Ronin-20080326-udk_a0485_plr5_opus,3.8970115,3.44,1.311409,3.930999994277954,0.4570115184783936,0.49099999427795415,2.128591,93.64378972909049,93.17107101143318,70.39511821974965
DanielHeath-20090118-ztq_a0408_plr1_opus,3.485503,4.32,1.655593,3.924999952316284,0.8344970417022708,0.3950000476837161,2.664407,89.65926838039317,95.10532778582755,66.98380421313507
anonymous-20120423-liq_b0503_plr5_opus,4.32325,3.61,1.0,3.5739998817443848,0.7132498168945314,0.03600011825561511,2.61,90.30910574871561,99.51086795848349,64.53804347826087
ralfherzog-20080311-en58_en58-34_plr3_evs,4.075317,1.0,0.0,1.0379999876022339,3.075316905975342,0.03799998760223389,1.0,35.25648618999281,99.2000002610056,78.94736842105263
glenton-20090924-apc_a0088_plr3_opus,3.9056141,4.23,0.0,4.10699987411499,0.3243858623504643,0.12300012588501019,4.23,95.93501425625985,98.45864503903496,46.99248120300752
anonymous-20100202-tdb_a0197_plr5_evs,3.5805259,4.28,1.0,3.938999891281128,0.6994741249084475,0.3410001087188723,3.2800000000000002,91.28923879317001,95.7534233036255,59.153175591531756
PeterGarnett-20080107-abc_a0313_plr5_opus,3.9306989,3.48,2.034576,3.6530001163482666,0.45069887161254885,0.17300011634826662,1.445424,93.76626733592602,97.60719064525219,80.00796680497925
anonymous-20150128-elb_a0255_plr3_opus,0.80581945,3.21,1.0,4.0289998054504395,2.4041805481910705,0.8189998054504395,2.21,65.45717603173749,88.23276141594197,68.2471264367816
sg42-20140519-qiw_b0295_plr1_evs,2.2906666,4.25,0.0,4.083000183105469,1.9593334197998047,0.16699981689453125,4.25,75.50833225250244,97.91250228881836,46.875
ralfherzog-20071125-en21_en21-86_plr1_evs,3.739963,1.0,0.0,1.031999945640564,2.7399630546569824,0.031999945640563965,1.0,42.31656727037931,99.32631693388286,78.94736842105263
BlindPilot-20100610-ama_a0020_plr3_evs,1.0142854,3.52,1.0,3.6419999599456787,2.505714554786682,0.1219999599456787,2.52,65.53349993415843,98.3218712524666,65.33700137551583
doublesfrogs-20150224-lvx_a0143_plr3_evs,4.925439,3.72,2.043772,3.819000005722046,1.20543888092041,0.0990000057220457,1.676228,83.86293332101192,98.67469871858037,77.56053547523427
anonymous-20080905-tvm_b0277_plr3_evs,4.4196577,3.99,2.3699220000000003,3.571000099182129,0.42965770721435526,0.4189999008178713,1.620078,94.44886683185588,94.58656458891639,79.06875968992249
anonymous-20121208-mzf_b0380_plr1_evs,1.356317,4.42,1.0,3.8340001106262207,3.0636829566955566,0.5859998893737792,3.42,62.50082060348156,92.82741873471507,58.13953488372093
anonymous-20091105-vgd_b0137_plr5_opus,4.3512278,4.4,1.0,3.809999942779541,0.04877223968505895,0.5900000572204593,3.4000000000000004,99.40156761122627,92.76073549422749,58.282208588957054
Chirag-20131005-tdj_b0378_plr1_opus,3.781789,4.7,1.075453,4.177999973297119,0.9182109355926515,0.522000026702881,3.624547,89.13359839535323,93.82248489109017,57.10595266272189
ralfherzog-20080204-en54_en54-31_plr3_opus,3.3539133,1.0,0.0,1.0579999685287476,2.3539133071899414,0.05799996852874756,1.0,50.4439303749486,98.77894803097374,78.94736842105263
TechnoZeus-20090805-vxk_b0165_plr3_evs,3.9983637,3.74,1.0,3.634999990463257,0.25836373329162576,0.10500000953674338,2.74,96.55055095738817,98.59813071379514,63.41789052069426
Zormion-20150117-vme_b0136_plr3_opus,4.6087565,2.51,2.9329959999999997,3.753000020980835,2.0987565422058108,1.2430000209808352,0.4229959999999999,66.47353766444391,80.143769632894,93.24287539936103
bunninmonkey-20150904-xup_b0479_plr5_opus,4.567391,4.58,1.0,4.129000186920166,0.012609081268310618,0.45099981307983406,3.58,99.84863047697107,94.58583657767306,57.02280912364946
ralfherzog-20071126-en24_en24-12_plr1_evs,3.8826132,1.0,0.0,1.0390000343322754,2.882613182067871,0.03900003433227539,1.0,39.313406693307975,99.1789466456363,78.94736842105263
anonymous-20090108-vtw_a0365_plr3_opus,3.1560311,4.65,2.502704,3.9670000076293945,1.4939688682556156,0.6829999923706058,2.1472960000000003,82.2146563302903,91.86904770987374,74.43695238095238
ralfherzog-20071013-en13_en13-011_plr3_opus,4.0554357,1.0,0.0,1.0420000553131104,3.0554356575012207,0.04200005531311035,1.0,35.67503878944798,99.11578830919768,78.94736842105263
anonymous-20090531-wmi_a0067_plr5_evs,3.5025885,3.55,1.0,3.3340001106262207,0.04741148948669416,0.21599988937377912,2.55,99.35052754127817,97.04109740583864,65.06849315068493
anonymous-20111006-jpt_a0029_plr5_evs,3.573632,2.72,1.0,3.3440001010894775,0.8536320018768309,0.6240001010894773,1.7200000000000002,86.8063059988125,90.35548530000808,73.41576506955178
anonymous-20100821-kiu_a0212_plr5_evs,1.0581949,3.64,1.391583,3.436000108718872,2.581805124282837,0.20399989128112805,2.248417,65.0635301179589,97.23951432637175,69.57487144790258
Mariane-20090907-jqm_b0531_plr1_opus,4.365881,4.4,1.0,3.6519999504089355,0.03411903381347692,0.7480000495910648,3.4000000000000004,99.58136154830089,90.82208528109123,58.282208588957054
anonymous-20130507-gum_b0043_plr1_evs,4.559339,4.51,1.0,3.313999891281128,0.0493390464782717,1.1960001087188719,3.51,99.40267498210325,85.52057979759235,57.506053268765136
anonymous-20101011-tsg_b0506_plr5_evs,3.7560139,4.66,1.0,3.796999931335449,0.9039861297607423,0.8630000686645509,3.66,89.25105672103754,89.73840584227645,56.48038049940547
Catbells-20110730-xsk_a0316_plr5_evs,2.6243556,4.35,1.0,3.7750000953674316,1.7256444454193112,0.574999904632568,3.3499999999999996,78.69574758741591,92.90123574527694,58.64197530864198
rortiz-20121211-pta_a0386_plr1_evs,2.7780006,3.52,0.0,3.7249999046325684,0.7419994068145752,0.20499990463256834,3.52,89.79368078659456,97.18019388400869,51.5818431911967
Bahoke-20130721-zau_b0240_plr5_opus,4.185036,3.92,1.0,3.947000026702881,0.2650361824035645,0.02700002670288093,2.92,96.54450870399525,99.64797879135749,61.92959582790091
Edman274-20090103-fmy_b0504_plr5_opus,3.861181,3.58,1.0,4.006999969482422,0.28118102073669426,0.4269999694824218,2.58,96.16396970345573,94.17462524580598,64.80218281036835
grigi-20150812-pel_b0180_plr3_evs,1.058076,3.9,0.0,3.309000015258789,2.841923975944519,0.5909999847412108,3.9,62.850666981117406,92.27451000338286,49.01960784313726
DungFu-20090428-twq_b0111_plr5_opus,2.9841282,2.39,1.516292,3.177000045776367,0.5941282367706298,0.7870000457763671,0.8737080000000002,90.32364435226988,87.18240967790933,85.77022801302931
ralfherzog-20080113-en48_en48-48_plr1_evs,4.070359,1.0,0.0,1.0329999923706055,3.070359230041504,0.03299999237060547,1.0,35.36085831491572,99.30526331851357,78.94736842105263
LunaTick-20080410-vf7_vf7-15_plr1_evs,2.9121006,1.0,1.0,1.093000054359436,1.9121005535125732,0.09300005435943604,0.0,59.74525150499846,98.04210411874871,100.0
mfread-10122006-2_a0257_plr3_opus,3.6468976,4.48,0.0,4.013999938964844,0.8331024456024174,0.4660000610351567,4.48,89.87724853460003,94.33778783675388,45.56500607533414
Emil-20130420-opl_a0115_plr1_evs,4.1394773,4.7,1.0,3.7920000553131104,0.5605227470397951,0.9079999446868898,3.7,93.36659470958823,89.2544385244155,56.213017751479285
gilrim-20080120-vgs_b0420_plr5_opus,0.95275503,3.42,0.0,3.556999921798706,2.467244966030121,0.13699992179870613,3.42,65.589331017711,98.08926189959963,52.30125523012553
anonymous-20101201-uic_a0360_plr1_evs,3.9626849,4.35,1.0,3.7209999561309814,0.3873151302337643,0.6290000438690182,3.3499999999999996,95.21833172550909,92.23456735964174,58.64197530864198
robertburrelldonkin-20070905-vf5_vf5-06_plr3_opus,3.833913,3.24,0.0,3.5429999828338623,0.5939130878448484,0.3029999828338621,3.24,91.50338930121819,95.66523629708352,53.648068669527895
anonymous-20100820-cis_rp-26_plr5_opus,2.4609938,4.22,1.0,3.7249999046325684,1.7590062332153318,0.4950000953674314,3.2199999999999998,77.92965830344627,93.78920833917903,59.59849435382685
anonymous-20120404-jbz_b0253_plr1_evs,4.8116007,3.85,1.0,4.01200008392334,0.9616006851196288,0.16200008392333975,2.85,87.34735940632068,97.86841994837711,62.49999999999999
pachomius-20120704-vsd_a0044_plr5_evs,4.066449,4.21,0.0,3.513000011444092,0.14355083465576168,0.6969999885559082,4.21,98.19659755457586,91.24371873673482,47.11055276381909
jlrice9673-20090622-nop_b0473_plr3_evs,3.9420342,4.62,0.0,3.828000068664551,0.6779657554626466,0.7919999313354493,4.62,91.90005071131844,90.53763522896715,44.80286738351255
Ertain-20110621-jcl_a0192_plr3_evs,4.360104,3.61,1.0,3.7360000610351562,0.7501040840148927,0.12600006103515637,2.61,89.8083684237107,98.28804264897886,64.53804347826087
grnorton-20080516-und_b0337_plr1_opus,4.574028,4.15,0.0,3.930999994277954,0.4240280151367184,0.21900000572204625,4.15,94.63255677042129,97.22784802883486,47.46835443037975
anonymous-20080716-sfu_a0334_plr3_evs,1.0664637,4.3,1.0,4.1519999504089355,3.2335362911224363,0.14800004959106428,3.3,59.83184731524924,98.16149006719175,59.00621118012423
ralfherzog-20080111-en46_en46-09_plr1_opus,4.435421,1.0,0.0,1.0269999504089355,3.4354209899902344,0.026999950408935547,1.0,27.67534757915297,99.43157999139083,78.94736842105263
Mikethecoach-20111106-btf_rb-05_plr3_evs,4.177866,3.77,1.0,3.7990000247955322,0.40786598205566404,0.02900002479553221,2.77,94.57625023862148,99.61436137239984,63.16489361702127
das-20100614-bxq_b0077_plr3_evs,4.0586925,3.82,1.0,3.5910000801086426,0.2386924552917482,0.22899991989135726,2.82,96.84686320618563,96.97490198294112,62.74768824306473
topherfangio-20080604-fvf_a0573_plr1_opus,4.38249,4.29,0.0,3.9509999752044678,0.09249015808105465,0.33900002479553226,4.29,98.84962489948937,95.78358178115009,46.64179104477611
pcsnpny-20160207-xnj_e0198_plr1_opus,4.2540746,4.46,0.0,4.140999794006348,0.20592542648315426,0.3190002059936523,4.46,97.49177312444392,96.11449200982153,45.67600487210719
camdixon-20141207-apj_a0193_plr5_opus,4.318993,3.89,1.0,3.558000087738037,0.42899309158325183,0.331999912261963,2.89,94.3849071782297,95.65445141018373,62.17277486910995
propagationofsound-20100111-cc_cc-32_plr3_evs,4.040799,1.0,0.0,1.055999994277954,3.040799140930176,0.0559999942779541,1.0,35.98317598041734,98.82105275204307,78.94736842105263
ralfherzog-20070812_ar-12_plr5_opus,4.573113,3.19,0.0,3.9119999408721924,1.383112964630127,0.7219999408721924,3.19,80.0704183770875,89.59654263872922,54.03458213256484
anonymous-20130619-vga_b0019_plr1_opus,3.1599526,4.48,1.0,4.019999980926514,1.3200473594665532,0.46000001907348675,3.4800000000000004,83.96054241231406,94.41069235633674,57.71567436208991
JVUnderground-20100821-qxi_ar-08_plr5_evs,4.292489,3.52,1.0,3.7899999618530273,0.7724890518188476,0.2699999618530273,2.52,89.37429089657707,96.28610781495148,65.33700137551583
pmahoney-10102006_cc010_plr5_opus,3.0674443,3.12,0.0,3.6440000534057617,0.0525556755065919,0.5240000534057616,3.12,99.2349974453189,92.37263386600056,54.585152838427945
anonymous-20091220-ijn_rp-16_plr5_evs,4.215186,3.25,1.0,3.2070000171661377,0.9651861190795898,0.042999982833862305,2.25,86.21162687029158,99.38571453094482,67.85714285714286
anonymous-20090201-bel_a0580_plr1_opus,3.253797,4.2,1.0,3.9040000438690186,0.9462029457092287,0.2959999561309816,3.2,88.0980761546009,96.27673011155998,59.74842767295597
corno1979-20090316-mjl_a0343_plr5_evs,4.46172,4.21,1.6420709999999998,3.6489999294281006,0.25171998977661136,0.5610000705718994,2.5679290000000004,96.83768857064558,92.95226041995102,67.73958542713567
Edman274-20090103-fja_b0066_plr5_opus,4.0668774,3.33,1.0,4.015999794006348,0.7368773651123046,0.6859997940063476,2.33,89.59212761140813,90.3107373727917,67.090395480226
ralfherzog-20071207-en32_en32-97_plr3_opus,3.4725707,1.0,0.0,1.121999979019165,2.4725706577301025,0.12199997901916504,1.0,47.94588088989258,97.43157938907021,78.94736842105263
alphadecay-20090623-wtn_a0350_plr5_evs,4.2025495,4.33,1.0,3.9679999351501465,0.12745054244995124,0.3620000648498536,3.33,98.42264180136199,95.51980117760083,58.78712871287129
farmerjack-20080918-afe_b0028_plr3_opus,4.4201546,4.61,1.0,4.067999839782715,0.1898454284667972,0.5420001602172855,3.6100000000000003,97.72912166905745,93.51674449500855,56.81818181818181
anonymous-20090209-ukf_a0246_plr5_evs,1.2955794,3.38,1.0,3.805999994277954,2.084420566558838,0.4259999942779542,2.38,70.76548995008642,94.02524552204832,66.61991584852734
pcsnpny-20150204-act_b0212_plr3_evs,4.0069356,4.65,0.0,3.740000009536743,0.6430644035339359,0.9099999904632572,4.65,92.34447138650076,89.16666678019932,44.64285714285714
tomhannen-20080411-djj_a0500_plr1_opus,2.1273975,3.91,0.0,3.999000072479248,1.7826024627685548,0.0890000724792479,3.91,76.72842737900059,98.83811915823436,48.95561357702349
ralfherzog-20071205-en28_en28-05_plr5_opus,3.3867843,1.0,0.0,1.0729999542236328,2.386784315109253,0.07299995422363281,1.0,49.751909155594674,98.46315885844983,78.94736842105263
anonymous-20100923-brx_b0473_plr1_evs,4.6038833,4.77,1.0,3.74399995803833,0.16611673355102496,1.0260000419616695,3.7699999999999996,98.05027308038703,87.95774598636538,55.75117370892019
trinity15-20120923-gyk_a0579_plr5_opus,0.99429005,3.28,0.0,3.2669999599456787,2.285709946155548,0.013000040054321094,3.28,67.48634500489975,99.81507766636813,53.34281650071124
anonymous-20071115-acx_a0146_plr1_evs,4.1606874,3.71,1.0,3.734999895095825,0.4506874465942383,0.02499989509582523,2.71,93.95861331643113,99.66488076279055,63.67292225201072
volkerbradley-20121230-zrd_b0403_plr1_opus,4.2066708,4.66,0.0,4.190000057220459,0.4533292388916017,0.46999994277954116,4.66,94.60964044124135,94.41141566255004,44.58977407847801
robertburrelldonkin-20070918-vf17_vf17-27_plr1_evs,4.671213,1.94,0.0,3.2239999771118164,2.731213150024414,1.2839999771118165,1.94,51.9997688923653,77.43409530559198,65.90509666080843
anonymous-20100824-jrq_b0228_plr1_evs,2.8361795,4.48,1.0,3.315000057220459,1.6438205051422123,1.1649999427795414,3.4800000000000004,80.02648231904968,85.84447214119633,57.71567436208991
ralfherzog-20071007-en11_en11-024_plr5_evs,4.532342,1.0,0.0,1.0299999713897705,3.532341957092285,0.029999971389770508,1.0,25.634906166478217,99.3684216549522,78.94736842105263
ralfherzog-20071205-en28_en28-22_plr3_evs,2.8025343,1.0,0.0,1.0509999990463257,1.8025343418121338,0.050999999046325684,1.0,62.05190859342876,98.92631580955104,78.94736842105263
anonymous-20110406-nbk_b0402_plr1_evs,3.7151892,4.67,1.0,3.7929999828338623,0.9548107814788818,0.8770000171661376,3.67,88.66020449550021,89.58432283650669,56.41330166270784
pcsnpny-20150204-iau_b0443_plr1_evs,3.5415175,4.67,0.0,4.130000114440918,1.1284825038909911,0.539999885559082,4.67,86.5975949656652,93.58669969644795,44.536817102137775
Shane-20080602-xrq_b0321_plr5_opus,0.9675543,4.48,1.0,3.8489999771118164,3.5124457287788395,0.631000022888184,3.4800000000000004,57.32143707437619,92.33292803295038,57.71567436208991
anonymous-20160426-ilk_e0595_plr3_evs,4.5902367,4.32,1.0,3.747999906539917,0.2702366638183591,0.5720000934600833,3.3200000000000003,96.65134245578241,92.91201866840045,58.85997521685254
richard-20090820-qse_a0311_plr3_evs,4.064082,4.33,0.0,3.6649999618530273,0.2659178543090821,0.6650000381469727,4.33,96.70893744666978,91.76980150808203,46.41089108910891
anonymous-20131203-gjy_a0241_plr1_evs,3.70091,4.76,1.0,3.6689999103546143,1.0590899085998533,1.0910000896453855,3.76,87.5547601809653,87.17978743072402,55.81668625146886
anonymous-20090121-wjq_b0495_plr5_opus,3.8518424,3.94,1.0,3.828000068664551,0.08815759658813471,0.11199993133544917,2.94,98.85360732655221,98.54356396182772,61.76853055916775
anonymous-20121230-jlj_a0472_plr3_evs,4.162118,4.13,1.0,3.572999954223633,0.03211795806884776,0.5570000457763671,3.13,99.59241169963391,92.9314715002999,60.27918781725889
zlp-20100110-lbe_b0518_plr5_evs,4.449646,4.0,0.0,3.5450000762939453,0.44964599609375,0.4549999237060547,4.0,94.19811617943549,94.12903324250252,48.38709677419355
ralfherzog-20071118-en17_en17-65_plr3_opus,3.555876,1.0,0.0,1.0540000200271606,2.5558760166168213,0.054000020027160645,1.0,46.192083860698496,98.86315747311241,78.94736842105263
danuker-20121226-pog_b0255_plr1_evs,4.095993,4.6,1.0,3.9260001182556152,0.5040069580078121,0.6739998817443844,3.5999999999999996,93.96398852685255,91.92814512880977,56.886227544910184
john_doe-20160430-msj_e0104_plr1_opus,3.611682,4.04,0.0,3.98799991607666,0.4283180618286133,0.05200008392333988,4.04,94.50169368641062,99.33247645798023,48.138639281129656
ralfherzog-20071118-en17_en17-16_plr1_evs,0.9926539,1.0,0.0,1.0299999713897705,0.007346093654632568,0.029999971389770508,1.0,99.84534539674458,99.3684216549522,78.94736842105263
farmerjack-20080829-pby_a0005_plr3_evs,3.5849655,4.14,1.0,3.3889999389648438,0.5550345325469968,0.7510000610351559,3.1399999999999997,92.96534179281373,90.48162153314124,60.20278833967047
ralfherzog-20080315-en61_en61-27_plr1_evs,4.518996,1.0,0.0,1.0369999408721924,3.518995761871338,0.03699994087219238,1.0,25.91587869744552,99.2210538763749,78.94736842105263
Toyo-20080229-ogz_a0105_plr5_evs,0.84049803,4.28,1.0,3.559000015258789,3.439501969814301,0.7209999847412112,3.2800000000000002,57.16684969098007,91.02117080023399,59.153175591531756
anonymous-20111215-lvf_a0307_plr3_opus,0.88810277,3.55,2.373185,4.050000190734863,2.6618972301483153,0.5000001907348635,1.176815,63.53565438152992,93.1506823187005,83.87924657534246
robin-20070302-vf11_vf11-29_plr3_evs,4.3252277,4.66,0.0,3.7839999198913574,0.33477226257324233,0.8760000801086427,4.66,96.01935478509819,89.5838278227272,44.58977407847801
Nich-20120121-jox_a0580_plr1_opus,0.92485493,1.72,1.0,4.068999767303467,0.7951450657844543,2.348999767303467,0.72,85.4635271337394,57.05667701456185,86.83729433272396
anonymous-20110709-een_a0548_plr1_opus,3.68322,4.77,1.0,4.297999858856201,1.0867800903320308,0.4720001411437984,3.7699999999999996,87.24436513694799,94.46009224009626,55.75117370892019
